,Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Price,Arrival_Hour,Arrival_Day,Arrival_Min,Dep_Hour,Dep_Day,Dep_Min,Journey_Day,Journey_Month,Journey_Year,Journey_DOW
212,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → HYD → COK,545,1,9646,16,18,10,7,6,5,6,6,2019,3
213,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,645,1,7677,19,18,15,8,6,30,6,3,2019,2
214,IndiGo,2019-01-06,Delhi,Cochin,DEL → BLR → COK,295,1,6842,10,18,5,5,6,10,6,1,2019,6
215,Jet Airways,2019-06-24,Mumbai,Hyderabad,BOM → HYD,90,0,4995,10,18,15,8,24,45,24,6,2019,0
216,Vistara,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,700,1,9555,18,18,50,7,6,10,6,9,2019,4
217,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,165,0,4077,4,18,15,1,6,30,6,1,2019,6
218,Jet Airways,2019-12-05,Banglore,Delhi,BLR → DEL,175,0,7229,18,18,10,15,5,15,5,12,2019,3
219,Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,600,1,12192,19,18,0,9,6,0,6,9,2019,4
220,Air India,2019-12-04,Banglore,Delhi,BLR → DEL,165,0,5911,12,18,45,10,4,0,4,12,2019,2
221,Air India,2019-12-06,Delhi,Cochin,DEL → BOM → COK,615,1,8372,19,18,15,9,6,0,6,12,2019,4
222,Jet Airways,2019-03-18,Mumbai,Hyderabad,BOM → HYD,85,0,4995,8,18,35,7,18,10,18,3,2019,0
223,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,555,1,14323,19,18,15,10,5,0,5,9,2019,3
224,Jet Airways,2019-09-06,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,13014,4,10,25,5,6,30,6,9,2019,4
225,Air India,2019-06-06,Delhi,Cochin,DEL → CCU → BOM → COK,1730,2,13591,19,7,15,14,6,25,6,6,2019,3
226,Jet Airways,2019-03-03,Delhi,Cochin,DEL → IDR → BOM → COK,2245,2,18799,18,4,50,5,3,25,3,3,2019,6
227,IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,170,0,3943,2,28,20,23,27,30,27,4,2019,5
228,SpiceJet,2019-05-21,Mumbai,Hyderabad,BOM → HYD,90,0,1965,7,18,15,5,21,45,21,5,2019,1
229,Jet Airways,2019-05-27,Mumbai,Hyderabad,BOM → HYD,90,0,4995,11,18,50,10,27,20,27,5,2019,0
230,Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1540,1,14641,18,25,30,16,24,50,24,3,2019,6
231,Air India,2019-12-04,Kolkata,Banglore,CCU → BLR,155,0,4460,23,18,20,20,4,45,4,12,2019,2
232,Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,375,1,10191,19,18,15,13,18,0,18,5,2019,5
233,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1050,1,13843,19,18,45,2,3,15,3,9,2019,1
234,IndiGo,2019-01-05,Delhi,Cochin,DEL → LKO → COK,345,1,6349,3,2,35,21,5,50,5,1,2019,5
235,Air Asia,2019-01-05,Kolkata,Banglore,CCU → BLR,155,0,4409,12,18,55,10,5,20,5,1,2019,5
236,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1530,1,17024,19,7,45,18,3,15,3,6,2019,0
237,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,835,1,13727,21,18,0,7,18,5,18,5,2019,5
238,IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,175,0,8855,21,18,20,18,15,25,15,3,2019,4
239,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,615,1,12524,19,18,0,8,24,45,24,6,2019,0
240,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,520,1,13555,20,18,20,11,18,40,18,3,2019,0
241,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,330,1,10844,12,18,0,6,6,30,6,6,2019,3
242,Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,720,1,13587,21,18,0,9,6,0,6,9,2019,4
243,SpiceJet,2019-12-06,Chennai,Kolkata,MAA → CCU,135,0,3543,12,18,0,9,6,45,6,12,2019,4
244,Vistara,2019-03-18,Chennai,Kolkata,MAA → CCU,135,0,4842,9,18,20,7,18,5,18,3,2019,0
245,IndiGo,2019-04-24,Banglore,Delhi,BLR → DEL,170,0,3943,2,25,20,23,24,30,24,4,2019,2
246,Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,550,1,10577,4,10,25,19,6,15,6,9,2019,4
247,IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,625,1,6979,21,18,0,10,15,35,15,5,2019,2
248,Vistara,2019-06-27,Chennai,Kolkata,MAA → CCU,140,0,11982,20,18,5,17,27,45,27,6,2019,3
249,SpiceJet,2019-06-06,Delhi,Cochin,DEL → PNQ → COK,270,1,5264,13,18,15,8,6,45,6,6,2019,3
250,Vistara,2019-03-03,Delhi,Cochin,DEL → COK,190,0,8001,9,18,10,6,3,0,3,3,2019,6
251,Air India,2019-01-06,Delhi,Cochin,DEL → AMD → BOM → COK,1410,2,10651,19,2,15,19,6,45,6,1,2019,6
252,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,1640,1,10844,19,25,50,16,24,30,24,5,2019,4
253,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → COK,755,1,6601,22,18,20,9,27,45,27,3,2019,2
254,Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1455,1,6587,19,22,15,19,21,0,21,3,2019,3
255,SpiceJet,2019-03-21,Mumbai,Hyderabad,BOM → HYD,80,0,3173,14,18,30,13,21,10,21,3,2019,3
256,Air India,2019-09-05,Banglore,Delhi,BLR → DEL,165,0,5228,12,18,45,10,5,0,5,9,2019,3
257,Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,180,0,5769,10,18,10,7,21,10,21,6,2019,4
258,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,660,1,14714,19,18,0,8,6,0,6,6,2019,3
259,Jet Airways,2019-03-06,Delhi,Cochin,DEL → JAI → BOM → COK,810,2,13014,19,18,0,5,6,30,6,3,2019,2
260,IndiGo,2019-03-06,Banglore,Delhi,BLR → DEL,170,0,3359,1,4,0,22,6,10,6,3,2019,2
261,GoAir,2019-03-03,Banglore,New Delhi,BLR → DEL,175,0,6722,23,18,50,20,3,55,3,3,2019,6
262,IndiGo,2019-03-18,Kolkata,Banglore,CCU → BLR,165,0,4462,12,18,20,9,18,35,18,3,2019,0
263,IndiGo,2019-09-03,Delhi,Cochin,DEL → HYD → COK,675,1,6171,16,18,10,4,3,55,3,9,2019,1
264,Air India,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,875,2,12303,20,18,25,5,21,50,21,5,2019,1
265,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,835,1,7695,1,22,35,11,21,40,21,3,2019,3
266,IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,845,1,5684,1,25,30,11,24,25,24,6,2019,0
267,Air India,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,905,1,8366,7,13,55,16,6,50,6,12,2019,4
268,Air India,2019-01-03,Chennai,Kolkata,MAA → CCU,135,0,19630,13,18,55,11,3,40,3,1,2019,3
269,Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,900,1,13502,5,7,5,14,3,5,3,6,2019,0
270,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,775,1,14781,10,2,5,21,5,10,5,1,2019,5
271,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → HYD → COK,540,1,6513,16,18,10,7,6,10,6,12,2019,4
272,Air India,2019-01-06,Delhi,Cochin,DEL → BOM → COK,735,1,9929,19,18,15,7,6,0,6,1,2019,6
273,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → IXU → BOM → COK,460,2,18275,1,7,30,17,6,50,6,6,2019,3
274,Air India,2019-09-04,Delhi,Cochin,DEL → MAA → COK,1640,1,4487,9,10,25,6,4,5,4,9,2019,2
275,IndiGo,2019-03-15,Mumbai,Hyderabad,BOM → HYD,85,0,2754,22,18,45,21,15,20,15,3,2019,4
276,Air India,2019-03-27,Mumbai,Hyderabad,BOM → HYD,80,0,2575,7,18,40,6,27,20,27,3,2019,2
277,SpiceJet,2019-12-06,Kolkata,Banglore,CCU → IXB → BLR,330,1,8224,21,18,25,15,6,55,6,12,2019,4
278,Air India,2019-09-03,Delhi,Cochin,DEL → BLR → COK,705,1,8991,8,10,15,20,3,30,3,9,2019,1
279,IndiGo,2019-06-24,Delhi,Cochin,DEL → COK,195,0,5000,8,18,50,5,24,35,24,6,2019,0
280,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1495,1,8529,19,13,50,18,6,55,6,12,2019,4
281,Air India,2019-03-03,Delhi,Cochin,DEL → MAA → COK,1640,1,14042,9,4,25,6,3,5,3,3,2019,6
282,Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,175,0,4030,14,18,5,11,24,10,24,5,2019,4
283,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,1025,1,10844,12,7,0,18,6,55,6,6,2019,3
284,IndiGo,2019-06-05,Kolkata,Banglore,CCU → BLR,160,0,4804,0,7,5,21,5,25,5,6,2019,2
285,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,480,1,7308,1,28,30,17,27,30,27,5,2019,0
286,IndiGo,2019-12-05,Banglore,Delhi,BLR → DEL,180,0,4823,19,18,55,16,5,55,5,12,2019,3
287,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1655,1,10262,12,25,35,9,24,0,24,6,2019,0
288,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,450,1,12898,4,28,25,20,27,55,27,5,2019,0
289,Air India,2019-12-03,Banglore,New Delhi,BLR → BOM → JDH → DEL,1375,2,12778,16,13,20,17,3,25,3,12,2019,1
290,IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,515,1,14871,13,18,20,4,3,45,3,3,2019,6
291,Air India,2019-03-21,Delhi,Cochin,DEL → UDR → BOM → COK,1795,2,8708,19,22,15,13,21,20,21,3,2019,3
292,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,1335,1,10844,18,7,15,20,6,0,6,6,2019,3
293,SpiceJet,2019-06-03,Mumbai,Hyderabad,BOM → HYD,80,0,4129,7,18,5,5,3,45,3,6,2019,0
294,IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,160,0,4804,0,19,5,21,18,25,18,5,2019,5
295,Jet Airways,2019-06-05,Banglore,Delhi,BLR → DEL,180,0,7229,11,18,20,8,5,20,5,6,2019,2
296,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,730,1,7832,19,18,10,7,21,0,21,3,2019,3
297,SpiceJet,2019-03-18,Chennai,Kolkata,MAA → CCU,155,0,3859,12,18,5,9,18,30,18,3,2019,0
298,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,705,1,9001,19,18,15,7,6,30,6,6,2019,3
299,Vistara,2019-09-05,Banglore,Delhi,BLR → DEL,155,0,4878,19,18,35,17,5,0,5,9,2019,3
300,IndiGo,2019-03-05,Mumbai,Hyderabad,BOM → HYD,90,0,2754,4,18,5,2,5,35,5,3,2019,1
301,Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,160,0,4668,9,18,40,7,27,0,27,6,2019,3
302,Air Asia,2019-12-05,Kolkata,Banglore,CCU → BLR,155,0,5216,12,18,55,10,5,20,5,12,2019,3
303,Jet Airways,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,10368,4,7,25,5,6,30,6,6,2019,3
304,IndiGo,2019-09-03,Delhi,Cochin,DEL → HYD → MAA → COK,880,2,8146,21,18,20,6,3,40,3,9,2019,1
305,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,925,1,12242,4,28,25,13,27,0,27,3,2019,2
306,Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,435,1,9134,15,18,15,8,15,0,15,3,2019,4
307,Air India,2019-06-06,Delhi,Cochin,DEL → HYD → MAA → COK,1210,2,10939,9,7,25,13,6,15,6,6,2019,3
308,Air India,2019-06-06,Delhi,Cochin,DEL → GOI → BOM → COK,1245,2,11753,7,7,40,10,6,55,6,6,2019,3
309,SpiceJet,2019-04-24,Kolkata,Banglore,CCU → BLR,150,0,4174,19,18,40,17,24,10,24,4,2019,2
310,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1430,1,10844,19,22,50,20,21,0,21,5,2019,1
311,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1620,1,14714,19,4,0,16,6,0,6,3,2019,2
312,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,330,1,9899,12,18,0,6,6,30,6,12,2019,4
313,IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,710,1,14871,21,18,0,9,3,10,3,3,2019,6
314,IndiGo,2019-06-03,Chennai,Kolkata,MAA → CCU,135,0,7295,15,18,35,13,3,20,3,6,2019,0
315,Air India,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,1470,2,13465,19,7,15,18,6,45,6,6,2019,3
316,SpiceJet,2019-05-21,Chennai,Kolkata,MAA → CCU,140,0,3543,20,18,5,17,21,45,21,5,2019,1
317,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,390,1,7198,1,28,30,19,27,0,27,6,2019,3
318,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1225,1,10262,4,2,25,8,6,0,6,1,2019,6
319,IndiGo,2019-03-15,Kolkata,Banglore,CCU → BLR,155,0,4148,17,18,55,15,15,20,15,3,2019,4
320,Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,175,0,8016,18,18,10,15,27,15,27,6,2019,3
321,Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,335,1,10262,4,10,25,22,6,50,6,9,2019,4
322,SpiceJet,2019-06-15,Kolkata,Banglore,CCU → BLR,150,0,3841,17,18,25,14,15,55,15,6,2019,5
323,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → MAA → DEL,885,1,11507,0,13,30,9,3,45,3,12,2019,1
324,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,740,1,14781,20,18,45,8,5,25,5,1,2019,5
325,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1530,1,16079,19,28,0,17,27,30,27,5,2019,0
326,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,335,1,12898,4,28,25,22,27,50,27,5,2019,0
327,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,705,1,15353,19,18,15,7,3,30,3,6,2019,0
328,IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,175,0,7303,21,18,20,18,24,25,24,3,2019,6
329,SpiceJet,2019-03-24,Kolkata,Banglore,CCU → MAA → BLR,340,1,6197,20,18,45,15,24,5,24,3,2019,6
330,Air India,2019-09-06,Kolkata,Banglore,CCU → BBI → BLR,245,1,8996,13,18,15,9,6,10,6,9,2019,4
331,IndiGo,2019-03-21,Delhi,Cochin,DEL → HYD → COK,480,1,6528,22,18,20,14,21,20,21,3,2019,3
332,GoAir,2019-09-04,Banglore,Delhi,BLR → DEL,165,0,4239,23,18,40,20,4,55,4,9,2019,2
333,IndiGo,2019-12-03,Kolkata,Banglore,CCU → BLR,160,0,4148,23,18,5,20,3,25,3,12,2019,1
334,SpiceJet,2019-05-24,Banglore,Delhi,BLR → DEL,175,0,3971,0,25,5,21,24,10,24,5,2019,4
335,Air Asia,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,955,1,5192,23,18,30,7,5,35,5,6,2019,2
336,Jet Airways,2019-09-04,Delhi,Cochin,DEL → AMD → BOM → COK,1390,2,9483,12,10,35,13,4,25,4,9,2019,2
337,Jet Airways,2019-03-06,Delhi,Cochin,DEL → JDH → BOM → COK,440,2,18804,19,18,0,11,6,40,6,3,2019,2
338,Air India,2019-06-18,Delhi,Cochin,DEL → COK,170,0,5201,8,18,0,5,18,10,18,6,2019,1
339,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,450,1,16079,19,18,0,11,27,30,27,5,2019,0
340,Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,180,0,7229,22,18,50,19,15,50,15,6,2019,5
341,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,465,1,6795,1,28,30,17,27,45,27,5,2019,0
342,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,1520,1,10953,10,10,55,9,5,35,5,9,2019,3
343,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → IDR → BOM → COK,625,2,15965,1,25,30,15,24,5,24,6,2019,0
344,Air India,2019-09-04,Delhi,Cochin,DEL → JDH → BOM → COK,1820,2,9968,19,10,15,12,4,55,4,9,2019,2
345,IndiGo,2019-06-06,Kolkata,Banglore,CCU → BLR,155,0,4804,0,7,50,22,6,15,6,6,2019,3
346,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,540,1,16079,19,18,0,10,27,0,27,5,2019,0
347,Jet Airways,2019-12-06,Delhi,Cochin,DEL → IDR → BOM → COK,910,2,11507,12,13,35,21,6,25,6,12,2019,4
348,Air India,2019-09-06,Kolkata,Banglore,CCU → BOM → COK → BLR,1700,2,11542,13,10,45,9,6,25,6,9,2019,4
349,Jet Airways,2019-04-24,Banglore,Delhi,BLR → DEL,180,0,7229,20,18,45,17,24,45,24,4,2019,2
350,Jet Airways,2019-04-27,Banglore,Delhi,BLR → DEL,165,0,4544,8,18,45,6,27,0,27,4,2019,5
351,IndiGo,2019-05-15,Delhi,Cochin,DEL → BLR → COK,295,1,6496,10,18,5,5,15,10,15,5,2019,2
352,IndiGo,2019-06-15,Kolkata,Banglore,CCU → BLR,160,0,4804,0,16,5,21,15,25,15,6,2019,5
353,Air India,2019-01-03,Banglore,New Delhi,BLR → CCU → DEL,1330,1,13439,9,2,15,11,3,5,3,1,2019,3
354,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,610,1,6540,4,28,25,18,27,15,27,3,2019,2
355,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,170,0,4591,2,2,20,23,6,30,6,1,2019,6
356,IndiGo,2019-03-18,Banglore,New Delhi,BLR → HYD → DEL,260,1,4437,20,18,35,16,18,15,18,3,2019,0
357,Air Asia,2019-03-21,Delhi,Cochin,DEL → BLR → COK,660,1,6151,7,22,10,20,21,10,21,3,2019,3
358,Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,180,0,7754,20,18,45,17,21,45,21,6,2019,4
359,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1355,1,10262,12,25,35,14,24,0,24,6,2019,0
360,Jet Airways,2019-09-06,Banglore,Delhi,BLR → DEL,185,0,8016,22,18,0,18,6,55,6,9,2019,4
361,SpiceJet,2019-03-24,Kolkata,Banglore,CCU → BLR,160,0,4781,9,18,35,6,24,55,24,3,2019,6
362,Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,170,0,4668,14,18,20,11,27,30,27,6,2019,3
363,Air India,2019-06-03,Banglore,New Delhi,BLR → MAA → DEL,1265,1,14594,8,7,55,11,3,50,3,6,2019,0
364,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,710,1,14231,4,25,45,16,24,55,24,3,2019,6
365,Air India,2019-05-15,Delhi,Cochin,DEL → TRV → COK,1535,1,8425,6,16,50,5,15,15,15,5,2019,2
366,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → HYD → COK,925,1,9646,22,18,30,7,6,5,6,12,2019,4
367,IndiGo,2019-03-03,Chennai,Kolkata,MAA → CCU,145,0,7295,17,18,5,14,3,40,3,3,2019,6
368,Air Asia,2019-09-04,Kolkata,Banglore,CCU → BBI → BLR,220,1,5162,10,18,30,6,4,50,4,9,2019,2
369,IndiGo,2019-09-03,Banglore,New Delhi,BLR → DEL,175,0,6860,21,18,20,18,3,25,3,9,2019,1
370,Vistara,2019-04-15,Delhi,Cochin,DEL → COK,190,0,6216,9,18,10,6,15,0,15,4,2019,0
371,Air Asia,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,710,1,5192,19,18,25,7,24,35,24,5,2019,4
372,IndiGo,2019-09-04,Banglore,Delhi,BLR → DEL,170,0,4823,22,18,50,20,4,0,4,9,2019,2
373,SpiceJet,2019-03-04,Banglore,Delhi,BLR → DEL,170,0,3919,12,18,20,9,4,30,4,3,2019,0
374,IndiGo,2019-03-06,Mumbai,Hyderabad,BOM → HYD,90,0,2754,20,18,35,19,6,5,6,3,2019,2
375,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,690,1,9315,19,18,0,7,5,30,5,9,2019,3
376,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,530,1,11667,18,18,50,10,27,0,27,3,2019,2
377,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1215,1,6224,4,13,40,8,6,25,6,12,2019,4
378,Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → GOI → BLR,1210,2,13349,5,25,35,9,24,25,24,3,2019,6
379,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,965,1,11087,9,16,0,16,18,55,18,3,2019,0
380,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,755,1,15603,1,7,35,13,3,0,3,6,2019,0
381,Jet Airways,2019-09-05,Delhi,Cochin,DEL → JAI → BOM → COK,1025,2,15129,12,10,35,19,5,30,5,9,2019,3
382,IndiGo,2019-09-04,Banglore,Delhi,BLR → DEL,180,0,4823,19,18,55,16,4,55,4,9,2019,2
383,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,930,1,8452,22,18,40,7,5,10,5,1,2019,5
384,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,690,1,12524,19,18,0,7,6,30,6,6,2019,3
385,SpiceJet,2019-03-27,Chennai,Kolkata,MAA → CCU,140,0,3384,20,18,5,17,27,45,27,3,2019,2
386,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1425,1,10262,19,2,0,19,6,15,6,1,2019,6
387,SpiceJet,2019-06-18,Mumbai,Hyderabad,BOM → HYD,90,0,1965,14,18,45,13,18,15,18,6,2019,1
388,IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,155,0,4804,0,19,50,22,18,15,18,5,2019,5
389,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1485,1,16079,19,28,0,18,27,15,27,5,2019,0
390,Jet Airways,2019-01-06,Delhi,Cochin,DEL → IDR → BOM → COK,1295,2,13292,19,2,0,21,6,25,6,1,2019,6
391,Air Asia,2019-09-05,Delhi,Cochin,DEL → BLR → COK,330,1,6751,13,18,25,7,5,55,5,9,2019,3
392,Air India,2019-05-15,Delhi,Cochin,DEL → BOM → COK,735,1,8669,19,18,15,7,15,0,15,5,2019,2
393,IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,485,1,14871,1,4,35,17,3,30,3,3,2019,6
394,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,300,1,12898,19,18,0,14,21,0,21,5,2019,1
395,SpiceJet,2019-06-06,Banglore,Delhi,BLR → DEL,170,0,3919,12,18,20,9,6,30,6,6,2019,3
396,Multiple carriers,2019-01-03,Delhi,Cochin,DEL → BOM → COK,385,1,36983,19,18,15,12,3,50,3,1,2019,3
397,IndiGo,2019-03-06,Chennai,Kolkata,MAA → CCU,140,0,3597,21,18,55,19,6,35,6,3,2019,2
398,Air India,2019-09-03,Banglore,New Delhi,BLR → DEL,165,0,10741,19,18,45,17,3,0,3,9,2019,1
399,Air India,2019-06-06,Kolkata,Banglore,CCU → BOM → GOI → BLR,765,2,11432,5,7,35,16,6,50,6,6,2019,3
400,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,950,1,11087,10,13,45,18,3,55,3,12,2019,1
401,Jet Airways,2019-03-06,Delhi,Cochin,DEL → IDR → BOM → COK,1620,2,13292,12,4,35,9,6,35,6,3,2019,2
402,Air India,2019-06-15,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,1585,3,10493,7,16,40,5,15,15,15,6,2019,5
403,GoAir,2019-09-03,Banglore,New Delhi,BLR → DEL,175,0,7631,10,18,40,7,3,45,3,9,2019,1
404,Air India,2019-06-06,Delhi,Cochin,DEL → CCU → BOM → COK,1490,2,13381,7,7,40,6,6,50,6,6,2019,3
405,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,520,1,13731,4,7,40,20,6,0,6,6,2019,3
406,Air India,2019-05-21,Delhi,Cochin,DEL → BHO → BOM → COK,1545,2,11911,7,22,40,5,21,55,21,5,2019,1
407,IndiGo,2019-04-18,Banglore,Delhi,BLR → DEL,170,0,4591,2,19,20,23,18,30,18,4,2019,3
408,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,375,1,14848,19,18,15,13,6,0,6,3,2019,2
409,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,630,1,8266,19,18,15,8,6,45,6,12,2019,4
410,Air India,2019-05-18,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,12392,19,19,15,17,18,15,18,5,2019,5
411,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1025,1,13044,12,13,0,18,6,55,6,12,2019,4
412,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1280,1,12898,4,22,25,7,21,5,21,5,2019,1
413,Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,335,1,12242,4,22,25,22,21,50,21,3,2019,3
414,IndiGo,2019-05-18,Banglore,Delhi,BLR → DEL,170,0,3943,13,18,0,10,18,10,18,5,2019,5
415,Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,1550,1,11105,22,25,10,20,24,20,24,3,2019,6
416,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,730,1,14388,9,13,20,21,5,10,5,12,2019,3
417,Jet Airways,2019-05-18,Delhi,Cochin,DEL → JAI → BOM → COK,1025,2,13014,12,19,35,19,18,30,18,5,2019,5
418,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,510,1,15411,18,18,50,10,3,20,3,6,2019,0
419,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1385,1,16289,18,10,50,19,3,45,3,9,2019,1
420,IndiGo,2019-05-15,Delhi,Cochin,DEL → HYD → COK,560,1,6442,16,18,10,6,15,50,15,5,2019,2
421,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,475,1,10844,16,18,20,8,18,25,18,5,2019,5
422,Jet Airways,2019-05-18,Mumbai,Hyderabad,BOM → HYD,90,0,5678,11,18,50,10,18,20,18,5,2019,5
423,IndiGo,2019-12-04,Banglore,Delhi,BLR → DEL,170,0,6906,2,13,20,23,4,30,4,12,2019,2
424,SpiceJet,2019-05-21,Chennai,Kolkata,MAA → CCU,135,0,3543,12,18,0,9,21,45,21,5,2019,1
425,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,600,1,14714,19,18,0,9,6,0,6,6,2019,3
